north_count,south_count,east_count,west_count,north_wait,south_wait,east_wait,west_wait,north_density,south_density,east_density,west_density,emergency_active,peak_factor,target_phase,target_timing_north,target_timing_south,target_timing_east,target_timing_west,target_risk,scenario
40,15,34,15,32.07,30.38,31.21,36.76,40.0,15.0,34.0,15.0,1.0,0.5,0,60.0,15.0,15.0,15.0,2,emergency
10,17,43,43,11.56,26.7,63.59,52.65,10.0,17.0,43.0,43.0,0.0,0.74,2,17.51,20.98,42.73,38.78,0,evening_rush
46,68,11,19,66.25,73.1,11.82,20.24,46.0,68.0,11.0,19.0,0.0,0.83,1,35.76,48.43,16.87,18.94,1,morning_rush
6,20,37,41,6.67,16.28,34.34,63.9,6.0,20.0,37.0,41.0,0.0,0.78,3,16.65,21.92,33.65,47.78,0,evening_rush
15,9,22,2,14.97,2.06,12.57,21.94,15.0,9.0,22.0,2.0,0.0,0.38,2,23.96,18.94,27.41,16.4,0,balanced
23,17,19,21,18.74,9.3,21.28,13.74,23.0,17.0,19.0,21.0,0.0,0.33,0,28.43,22.94,26.74,25.92,0,balanced
44,15,41,44,13.69,32.05,32.45,24.83,44.0,15.0,41.0,44.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
19,18,61,36,15.7,22.44,51.29,52.69,19.0,18.0,61.0,36.0,0.0,0.91,2,19.92,20.43,45.98,33.67,1,evening_rush
74,63,64,82,68.12,149.95,137.25,86.33,74.0,63.0,64.0,82.0,0.0,1.0,1,25.22,33.57,32.21,29.0,2,gridlock
18,11,89,59,26.44,14.37,134.54,83.14,18.0,11.0,89.0,59.0,0.0,0.86,2,17.18,16.02,55.15,31.65,2,evening_rush
10,17,39,43,15.9,17.74,56.77,68.72,10.0,17.0,39.0,43.0,0.0,0.71,3,17.77,19.91,37.81,44.51,0,evening_rush
68,58,19,14,107.05,55.3,21.17,19.41,68.0,58.0,19.0,14.0,0.0,0.94,0,52.12,32.54,18.13,17.22,1,morning_rush
2,2,2,5,15.23,20.26,18.42,8.8,2.0,2.0,2.0,5.0,0.0,0.32,3,16.13,16.27,16.21,17.42,0,balanced
23,13,18,14,4.89,21.62,21.25,15.56,23.0,13.0,18.0,14.0,0.0,0.24,2,24.65,23.1,26.12,22.6,0,balanced
22,16,10,6,3.86,18.37,3.14,4.21,22.0,16.0,10.0,6.0,0.0,0.15,1,25.25,25.56,19.58,17.82,0,balanced
15,20,79,56,23.24,20.54,107.06,86.59,15.0,20.0,79.0,56.0,0.0,0.71,2,17.1,17.64,50.0,35.27,2,evening_rush
63,74,21,10,52.46,81.72,24.04,15.73,63.0,74.0,21.0,10.0,0.0,0.93,1,35.05,49.32,19.03,16.6,1,morning_rush
30,31,57,51,134.7,142.01,81.4,81.16,30.0,31.0,57.0,51.0,0.0,0.6,2,28.97,30.24,31.27,29.52,1,storm
10,13,38,36,9.01,15.28,47.81,29.19,10.0,13.0,38.0,36.0,0.0,0.71,2,18.57,20.4,44.6,35.2,0,evening_rush
5,19,35,54,4.37,22.42,54.29,70.79,5.0,19.0,35.0,54.0,0.0,0.73,3,15.97,20.63,33.26,50.15,1,evening_rush
76,76,71,93,57.97,107.95,126.41,118.49,76.0,76.0,71.0,93.0,0.0,1.0,3,23.55,29.98,31.38,35.1,2,gridlock
75,51,5,19,84.6,77.37,4.83,26.92,75.0,51.0,5.0,19.0,0.0,0.86,0,49.25,36.47,15.58,18.7,1,morning_rush
11,23,42,64,10.78,26.75,49.58,100.46,11.0,23.0,42.0,64.0,0.0,0.84,3,16.7,20.09,28.94,54.27,1,evening_rush
70,35,22,6,62.88,47.89,23.0,6.85,70.0,35.0,22.0,6.0,0.0,0.74,0,52.67,30.16,21.04,16.13,1,morning_rush
5,20,10,12,16.72,4.2,17.57,3.12,5.0,20.0,10.0,12.0,0.0,0.39,1,18.4,25.05,21.93,20.88,0,balanced
60,43,19,14,81.49,49.76,27.31,12.01,60.0,43.0,19.0,14.0,0.0,0.89,0,50.55,31.82,20.0,17.62,1,morning_rush
10,20,20,8,7.92,16.38,3.48,9.96,10.0,20.0,20.0,8.0,0.0,0.22,1,20.07,27.43,24.11,19.27,0,balanced
47,46,24,9,41.48,65.88,25.64,8.3,47.0,46.0,24.0,9.0,0.0,1.0,1,35.84,44.26,22.91,16.99,1,morning_rush
6,22,20,14,21.35,14.59,22.48,14.75,6.0,22.0,20.0,14.0,0.0,0.2,2,18.43,25.79,26.72,21.89,0,balanced
42,16,22,47,26.88,25.03,18.86,26.83,42.0,16.0,22.0,47.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
10,16,88,62,14.64,22.4,132.24,73.78,10.0,16.0,88.0,62.0,0.0,0.85,2,15.97,16.86,55.75,31.42,2,evening_rush
9,21,85,57,10.31,29.48,87.22,48.14,9.0,21.0,85.0,57.0,0.0,0.82,2,16.17,19.19,53.88,30.77,2,evening_rush
18,45,13,28,13.04,25.87,36.3,36.4,18.0,45.0,13.0,28.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
17,46,10,33,23.96,15.28,14.39,22.95,17.0,46.0,10.0,33.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
18,12,5,2,6.52,21.71,16.57,19.13,18.0,12.0,5.0,2.0,0.0,0.25,0,23.08,22.71,17.86,16.21,0,balanced
12,8,52,40,13.8,10.41,52.12,54.52,12.0,8.0,52.0,40.0,0.0,0.74,2,18.38,17.07,45.36,39.19,1,evening_rush
4,9,13,16,18.24,6.88,13.62,23.67,4.0,9.0,13.0,16.0,0.0,0.28,3,17.24,18.85,21.55,25.11,0,balanced
11,20,18,16,12.99,3.61,10.25,18.43,11.0,20.0,18.0,16.0,0.0,0.32,3,21.33,24.17,24.7,25.46,0,balanced
6,14,62,83,5.52,20.01,71.27,72.32,6.0,14.0,62.0,83.0,0.0,0.8,3,15.71,17.34,39.17,47.78,2,evening_rush
53,51,23,12,76.62,72.41,28.85,13.98,53.0,51.0,23.0,12.0,0.0,0.98,0,42.21,39.91,20.72,17.16,1,morning_rush
14,12,7,17,17.04,20.86,16.22,5.67,14.0,12.0,7.0,17.0,0.0,0.19,0,22.9,22.37,18.87,22.29,0,balanced
52,70,20,15,52.86,82.88,16.95,20.36,52.0,70.0,20.0,15.0,0.0,0.86,1,33.0,50.57,18.55,17.88,1,morning_rush
38,45,41,30,82.53,148.78,82.12,86.96,38.0,45.0,41.0,30.0,0.0,0.6,1,26.96,40.28,27.85,24.91,1,storm
37,54,53,48,86.92,86.7,153.63,114.96,37.0,54.0,53.0,48.0,0.0,0.6,2,23.99,28.09,37.66,30.26,1,storm
14,22,70,50,21.57,25.67,107.23,60.09,14.0,22.0,70.0,50.0,0.0,0.99,2,17.3,18.94,52.8,30.97,1,evening_rush
10,11,42,44,13.01,11.46,59.64,49.35,10.0,11.0,42.0,44.0,0.0,0.96,2,17.87,18.05,43.44,40.64,0,evening_rush
46,31,11,9,69.21,25.38,10.23,8.39,46.0,31.0,11.0,9.0,0.0,0.77,0,55.25,28.4,18.37,17.63,1,morning_rush
79,36,24,12,96.5,53.43,28.36,12.55,79.0,36.0,24.0,12.0,0.0,0.73,0,56.94,26.39,19.94,16.74,2,morning_rush
4,11,23,12,10.21,12.56,12.11,12.35,4.0,11.0,23.0,12.0,0.0,0.3,2,17.08,21.06,27.54,21.58,0,balanced
88,70,22,7,86.7,62.32,33.53,6.56,88.0,70.0,22.0,7.0,0.0,0.89,0,49.62,35.57,19.1,15.72,2,morning_rush
85,95,81,71,115.9,111.0,100.84,140.41,85.0,95.0,81.0,71.0,0.0,1.0,1,30.32,31.4,27.74,30.54,2,gridlock
24,49,16,47,26.73,15.81,34.37,36.86,24.0,49.0,16.0,47.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
68,64,94,80,57.32,115.62,117.89,148.51,68.0,64.0,94.0,80.0,0.0,1.0,3,22.21,27.84,34.23,35.71,2,gridlock
48,39,11,15,67.94,60.88,14.27,13.35,48.0,39.0,11.0,15.0,0.0,0.83,0,45.77,37.78,17.76,18.69,1,morning_rush
51,37,23,9,41.26,42.53,19.14,8.91,51.0,37.0,23.0,9.0,0.0,0.84,0,43.26,35.94,23.26,17.54,1,morning_rush
19,21,87,34,19.89,26.16,84.4,51.88,19.0,21.0,87.0,34.0,0.0,0.96,2,18.34,19.23,56.67,25.75,2,evening_rush
93,82,92,72,111.12,146.0,106.57,59.12,93.0,82.0,92.0,72.0,0.0,1.0,1,31.91,34.66,31.05,22.38,2,gridlock
38,34,11,19,44.45,42.94,15.01,18.77,38.0,34.0,11.0,19.0,0.0,0.84,0,40.65,37.38,19.15,22.82,0,morning_rush
89,63,20,16,126.69,93.25,17.17,20.03,89.0,63.0,20.0,16.0,0.0,1.0,0,52.01,34.4,16.94,16.65,2,morning_rush
8,7,67,80,6.8,5.9,96.16,98.78,8.0,7.0,67.0,80.0,0.0,0.79,3,15.75,15.64,41.34,47.27,2,evening_rush
92,86,87,93,69.56,141.83,48.92,95.45,92.0,86.0,87.0,93.0,0.0,1.0,1,27.22,37.61,23.68,31.49,2,gridlock
43,35,23,12,66.14,55.92,20.66,10.01,43.0,35.0,23.0,12.0,0.0,0.78,0,44.16,35.65,22.24,17.94,0,morning_rush
6,12,80,31,9.26,10.97,94.13,25.84,6.0,12.0,80.0,31.0,0.0,0.93,2,15.96,17.01,60.0,22.27,2,evening_rush
19,14,82,50,25.81,14.15,70.66,46.32,19.0,14.0,82.0,50.0,0.0,0.71,2,19.22,17.4,52.24,31.14,2,evening_rush
73,35,17,10,98.33,33.86,25.23,9.53,73.0,35.0,17.0,10.0,0.0,0.85,0,60.0,24.22,18.78,16.55,1,morning_rush
18,24,6,11,19.94,11.31,16.19,7.89,18.0,24.0,6.0,11.0,0.0,0.12,1,25.71,26.68,18.28,19.92,0,balanced
2,11,22,22,10.2,2.33,12.82,5.49,2.0,11.0,22.0,22.0,0.0,0.11,2,16.09,19.94,27.73,25.65,0,balanced
7,9,53,58,10.54,8.11,54.96,82.05,7.0,9.0,53.0,58.0,0.0,0.75,3,16.27,16.54,37.49,49.71,1,evening_rush
15,21,59,32,13.99,30.53,59.02,37.56,15.0,21.0,59.0,32.0,0.0,0.98,2,18.88,22.77,49.85,28.5,1,evening_rush
16,13,53,32,17.68,11.44,56.84,26.46,16.0,13.0,53.0,32.0,0.0,0.78,2,20.53,18.88,52.21,28.38,1,evening_rush
23,5,16,21,19.5,24.15,2.73,15.29,23.0,5.0,16.0,21.0,0.0,0.18,0,28.51,18.25,21.31,26.2,0,balanced
49,59,12,11,68.46,61.05,17.25,9.7,49.0,59.0,12.0,11.0,0.0,0.91,1,41.39,43.84,17.7,17.07,1,morning_rush
83,65,21,14,117.41,68.2,22.23,17.03,83.0,65.0,21.0,14.0,0.0,0.78,0,52.86,32.84,17.7,16.6,2,morning_rush
61,62,24,9,61.59,62.6,26.77,11.95,61.0,62.0,24.0,9.0,0.0,0.98,1,40.97,41.76,20.73,16.54,1,morning_rush
59,32,51,28,88.38,84.7,57.85,109.96,59.0,32.0,51.0,28.0,0.0,0.6,0,37.2,26.57,28.24,27.99,1,storm
14,6,71,33,11.64,8.9,82.82,42.08,14.0,6.0,71.0,33.0,0.0,0.71,2,17.7,16.08,59.36,26.86,1,evening_rush
64,90,82,76,133.35,63.83,55.76,62.47,64.0,90.0,82.0,76.0,0.0,1.0,0,35.98,29.76,27.03,27.24,2,gridlock
64,72,76,79,58.51,52.79,131.74,132.97,64.0,72.0,76.0,79.0,0.0,1.0,3,23.33,23.63,36.0,37.04,2,gridlock
59,40,13,15,61.53,59.7,10.58,20.52,59.0,40.0,13.0,15.0,0.0,0.99,0,47.05,36.19,17.75,19.01,1,morning_rush
7,9,39,68,5.77,8.7,50.3,79.11,7.0,9.0,39.0,68.0,0.0,0.88,3,16.18,16.63,31.11,56.08,1,evening_rush
19,5,2,6,16.67,5.97,14.56,7.88,19.0,5.0,2.0,6.0,0.0,0.38,0,26.43,17.32,16.15,17.92,0,balanced
77,42,19,15,74.27,50.16,17.8,13.13,77.0,42.0,19.0,15.0,0.0,0.72,0,53.47,30.15,18.74,17.64,2,morning_rush
24,6,10,14,8.5,6.89,12.22,21.03,24.0,6.0,10.0,14.0,0.0,0.24,0,26.69,17.81,20.33,24.15,0,balanced
5,22,79,83,6.02,25.74,97.88,94.21,5.0,22.0,79.0,83.0,0.0,0.94,3,15.41,17.85,43.19,43.56,2,evening_rush
22,22,12,10,12.25,9.42,19.21,11.43,22.0,22.0,12.0,10.0,0.0,0.15,0,26.41,25.64,22.32,20.08,0,balanced
15,6,20,17,12.66,10.51,9.48,6.33,15.0,6.0,20.0,17.0,0.0,0.3,2,23.83,18.35,25.9,23.57,0,balanced
59,46,5,10,77.62,59.8,5.65,10.25,59.0,46.0,5.0,10.0,0.0,0.77,0,50.29,36.97,15.85,16.89,1,morning_rush
64,65,64,83,61.56,134.03,142.86,62.76,64.0,65.0,64.0,83.0,0.0,1.0,2,24.04,34.03,35.01,26.92,2,gridlock
87,88,67,77,89.49,43.73,75.68,72.43,87.0,88.0,67.0,77.0,0.0,1.0,0,35.36,26.33,28.45,29.87,2,gridlock
29,32,21,24,54.91,101.45,92.22,73.45,29.0,32.0,21.0,24.0,0.0,0.6,1,26.77,37.38,28.41,27.44,0,storm
5,11,23,23,12.47,14.85,23.75,16.54,5.0,11.0,23.0,23.0,0.0,0.4,2,17.42,20.64,29.38,27.26,0,balanced
27,21,36,23,27.19,17.01,38.63,38.76,27.0,21.0,36.0,23.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
68,41,22,13,73.55,43.28,27.81,10.4,68.0,41.0,22.0,13.0,0.0,0.81,0,52.12,29.61,20.91,17.36,1,morning_rush
36,50,21,17,48.3,53.67,25.53,22.4,36.0,50.0,21.0,17.0,0.0,0.94,1,33.83,43.36,22.29,20.52,1,morning_rush
6,4,13,11,2.4,12.13,2.06,3.62,6.0,4.0,13.0,11.0,0.0,0.26,2,18.12,17.63,21.71,20.88,0,balanced
62,78,11,8,85.48,72.09,14.95,12.29,62.0,78.0,11.0,8.0,0.0,0.76,1,42.58,44.75,16.59,16.08,2,morning_rush
2,11,18,14,4.74,18.22,8.52,5.72,2.0,11.0,18.0,14.0,0.0,0.17,2,15.92,22.01,24.11,21.61,0,balanced
76,56,21,11,119.88,66.83,19.13,10.87,76.0,56.0,21.0,11.0,0.0,0.81,0,54.25,31.75,17.79,16.21,2,morning_rush
6,21,15,22,20.96,3.77,20.17,9.06,6.0,21.0,15.0,22.0,0.0,0.37,3,19.16,24.68,25.21,26.53,0,balanced
48,50,20,6,39.91,58.32,27.19,5.12,48.0,50.0,20.0,6.0,0.0,0.77,1,36.63,44.98,22.1,16.28,1,morning_rush
3,11,9,12,8.63,20.73,9.09,15.75,3.0,11.0,9.0,12.0,0.0,0.31,1,16.4,21.82,19.25,21.65,0,balanced
60,59,5,12,79.43,48.74,5.18,9.66,60.0,59.0,5.0,12.0,0.0,0.94,0,49.52,37.58,15.79,17.11,1,morning_rush
67,47,16,10,83.31,45.62,20.57,11.65,67.0,47.0,16.0,10.0,0.0,0.95,0,53.43,31.34,18.46,16.76,1,morning_rush
6,12,66,54,9.51,14.62,75.96,45.1,6.0,12.0,66.0,54.0,0.0,0.87,2,16.06,17.4,51.84,34.7,1,evening_rush
34,46,58,33,110.94,110.95,140.13,76.08,34.0,46.0,58.0,33.0,0.0,0.6,2,26.56,30.63,39.95,22.86,1,storm
11,9,81,37,10.23,11.84,84.84,37.05,11.0,9.0,81.0,37.0,0.0,0.89,2,16.82,16.54,60.0,25.79,2,evening_rush
23,16,17,2,11.64,14.51,21.2,7.13,23.0,16.0,17.0,2.0,0.0,0.38,0,26.76,23.76,25.84,15.92,0,balanced
5,7,5,2,13.31,18.04,6.29,3.26,5.0,7.0,5.0,2.0,0.0,0.11,1,17.64,19.13,17.22,15.83,0,balanced
23,4,11,16,2.21,7.11,3.3,3.04,23.0,4.0,11.0,16.0,0.0,0.34,0,27.42,17.43,21.09,23.8,0,balanced
6,6,4,2,19.42,7.64,8.73,8.27,6.0,6.0,4.0,2.0,0.0,0.17,0,18.74,17.82,16.93,15.96,0,balanced
14,10,2,13,19.65,13.25,5.42,11.17,14.0,10.0,2.0,13.0,0.0,0.22,0,23.37,20.16,15.85,21.38,0,balanced
55,23,32,50,135.03,62.32,72.08,154.07,55.0,23.0,32.0,50.0,0.0,0.6,3,38.4,19.74,22.47,39.39,1,storm
40,55,21,17,36.75,78.32,26.28,19.82,40.0,55.0,21.0,17.0,0.0,0.89,1,29.2,50.4,21.1,19.3,1,morning_rush
55,38,14,13,70.37,34.8,11.64,15.78,55.0,38.0,14.0,13.0,0.0,0.77,0,52.77,30.28,18.43,18.52,1,morning_rush
61,75,18,9,65.47,85.36,16.76,12.4,61.0,75.0,18.0,9.0,0.0,0.95,1,36.9,49.08,17.77,16.25,1,morning_rush
6,6,72,68,5.86,8.33,95.69,104.71,6.0,6.0,72.0,68.0,0.0,0.87,3,15.56,15.6,43.98,44.85,1,evening_rush
14,22,86,79,16.41,20.15,124.1,114.32,14.0,22.0,86.0,79.0,0.0,0.79,2,16.17,17.0,45.78,41.05,2,evening_rush
78,67,16,5,124.25,82.76,21.32,6.46,78.0,67.0,16.0,5.0,0.0,0.78,0,51.46,36.16,16.95,15.43,2,morning_rush
92,88,86,60,57.05,46.58,55.42,125.65,92.0,88.0,86.0,60.0,0.0,1.0,3,29.72,27.03,28.44,34.82,2,gridlock
6,13,90,84,6.96,15.97,141.88,81.89,6.0,13.0,90.0,84.0,0.0,0.81,2,15.41,16.1,52.84,35.64,2,evening_rush
9,13,83,53,10.38,15.82,112.1,74.64,9.0,13.0,83.0,53.0,0.0,0.96,2,15.97,16.6,55.0,32.42,2,evening_rush
84,43,12,12,98.34,39.15,13.78,16.99,84.0,43.0,12.0,12.0,0.0,0.84,0,60.0,25.83,16.79,16.93,2,morning_rush
4,14,20,8,4.69,8.3,5.67,12.45,4.0,14.0,20.0,8.0,0.0,0.1,2,16.92,22.33,24.82,19.63,0,balanced
15,7,69,43,22.19,10.18,89.3,59.01,15.0,7.0,69.0,43.0,0.0,0.87,2,18.11,16.1,53.94,31.85,1,evening_rush
68,48,14,17,97.24,63.95,17.53,21.91,68.0,48.0,14.0,17.0,0.0,0.93,0,51.8,32.79,17.31,18.09,1,morning_rush
14,21,74,48,17.02,18.87,109.61,50.6,14.0,21.0,74.0,48.0,0.0,0.76,2,17.09,18.27,56.16,28.48,1,evening_rush
95,81,96,65,82.25,54.86,130.01,135.69,95.0,81.0,96.0,65.0,0.0,1.0,2,28.98,23.42,37.02,30.57,2,gridlock
83,65,22,9,99.08,99.25,33.06,12.68,83.0,65.0,22.0,9.0,0.0,0.94,0,46.2,39.47,18.42,15.9,2,morning_rush
44,47,23,42,50.65,158.1,68.83,108.01,44.0,47.0,23.0,42.0,0.0,0.6,1,24.08,42.89,21.1,31.92,1,storm
62,53,20,19,77.17,73.62,29.54,20.12,62.0,53.0,20.0,19.0,0.0,0.74,0,43.57,38.42,19.5,18.51,1,morning_rush
65,76,92,60,66.77,57.08,43.5,63.86,65.0,76.0,92.0,60.0,0.0,1.0,1,30.29,30.69,30.43,28.59,2,gridlock
5,13,38,53,4.93,13.43,31.46,45.35,5.0,13.0,38.0,53.0,0.0,1.0,3,16.41,19.51,34.44,49.64,1,evening_rush
40,65,10,15,39.79,95.18,10.14,14.61,40.0,65.0,10.0,15.0,0.0,0.98,1,27.75,57.67,16.71,17.86,1,morning_rush
13,6,87,37,13.97,5.02,78.18,59.01,13.0,6.0,87.0,37.0,0.0,0.94,2,17.19,15.81,57.73,29.26,2,evening_rush
21,35,31,40,35.83,36.7,20.67,30.1,21.0,35.0,31.0,40.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
23,16,17,18,12.67,23.01,20.94,10.8,23.0,16.0,17.0,18.0,0.0,0.24,0,26.27,24.92,25.08,23.43,0,balanced
65,88,67,69,70.67,63.93,100.64,65.3,65.0,88.0,67.0,69.0,0.0,1.0,2,27.87,30.99,33.37,27.76,2,gridlock
48,35,8,13,55.09,51.05,9.34,19.51,48.0,35.0,8.0,13.0,0.0,0.82,0,46.61,36.71,17.18,19.51,1,morning_rush
64,47,24,15,93.74,64.44,22.51,23.1,64.0,47.0,24.0,15.0,0.0,0.83,0,49.48,33.08,19.56,17.89,1,morning_rush
15,14,16,8,6.0,20.94,13.51,6.53,15.0,14.0,16.0,8.0,0.0,0.3,1,21.97,24.26,23.92,18.76,0,balanced
28,22,28,29,11.27,35.51,37.06,22.63,28.0,22.0,28.0,29.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
82,60,6,14,118.09,80.75,9.02,11.96,82.0,60.0,6.0,14.0,0.0,0.85,0,53.42,34.55,15.58,16.45,2,morning_rush
21,9,12,21,2.69,13.82,23.83,22.36,21.0,9.0,12.0,21.0,0.0,0.22,3,23.21,19.6,22.69,28.04,0,balanced
11,19,45,84,15.0,28.93,46.13,79.01,11.0,19.0,45.0,84.0,0.0,0.8,3,16.83,19.28,28.78,55.1,2,evening_rush
18,8,84,47,20.82,10.57,73.16,53.92,18.0,8.0,84.0,47.0,0.0,0.89,2,18.52,16.23,53.54,31.7,2,evening_rush
10,20,17,18,13.17,5.83,16.5,4.75,10.0,20.0,17.0,18.0,0.0,0.24,2,20.83,24.75,25.72,23.54,0,balanced
6,19,17,4,24.39,3.53,20.16,3.36,6.0,19.0,17.0,4.0,0.0,0.36,2,19.29,23.34,26.09,16.75,0,balanced
2,6,5,3,22.82,4.83,10.17,8.28,2.0,6.0,5.0,3.0,0.0,0.27,1,16.47,17.88,17.74,16.57,0,balanced
69,76,77,84,83.19,125.67,146.88,104.93,69.0,76.0,77.0,84.0,0.0,1.0,2,24.82,31.12,34.16,29.9,2,gridlock
8,10,78,75,10.69,12.83,64.12,89.68,8.0,10.0,78.0,75.0,0.0,1.0,3,15.97,16.28,40.14,47.61,2,evening_rush
80,50,5,5,106.17,73.85,5.83,5.72,80.0,50.0,5.0,5.0,0.0,0.76,0,55.76,33.16,15.54,15.54,2,morning_rush
8,5,50,53,9.86,5.08,40.63,65.47,8.0,5.0,50.0,53.0,0.0,0.93,3,16.9,16.05,37.51,49.54,1,evening_rush
43,75,16,10,60.75,91.97,14.16,8.42,43.0,75.0,16.0,10.0,0.0,0.73,1,30.92,55.15,17.55,16.38,1,morning_rush
58,66,16,18,75.42,99.09,24.94,14.42,58.0,66.0,16.0,18.0,0.0,0.77,1,37.2,47.54,17.78,17.47,1,morning_rush
24,4,9,19,8.13,6.37,10.9,2.41,24.0,4.0,9.0,19.0,0.0,0.39,0,28.9,17.22,20.58,24.6,0,balanced
27,42,47,39,10.37,11.62,30.2,16.31,27.0,42.0,47.0,39.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
40,75,9,19,63.97,101.44,9.7,29.87,40.0,75.0,9.0,19.0,0.0,0.71,1,29.26,55.64,16.19,18.92,1,morning_rush
22,2,7,9,18.56,2.79,8.3,21.68,22.0,2.0,7.0,9.0,0.0,0.22,0,27.18,15.76,18.04,20.34,0,balanced
23,20,3,14,21.52,21.58,11.62,15.89,23.0,20.0,3.0,14.0,0.0,0.32,0,28.08,26.39,16.36,22.01,0,balanced
18,9,75,41,19.28,7.71,94.26,40.64,18.0,9.0,75.0,41.0,0.0,0.75,2,18.41,16.3,58.48,26.82,1,evening_rush
80,77,74,61,93.13,72.05,107.94,59.13,80.0,77.0,74.0,61.0,0.0,1.0,2,32.98,28.69,34.17,24.17,2,gridlock
51,70,9,18,56.23,108.68,11.1,18.09,51.0,70.0,9.0,18.0,0.0,0.92,1,31.07,54.88,16.21,17.84,1,morning_rush
6,10,23,16,11.69,18.43,15.32,13.33,6.0,10.0,23.0,16.0,0.0,0.38,2,18.1,21.05,27.94,23.59,0,balanced
20,17,13,23,9.37,12.93,2.69,6.67,20.0,17.0,13.0,23.0,0.0,0.12,3,25.65,24.87,20.89,26.46,0,balanced
25,23,14,30,25.43,34.88,20.06,35.17,25.0,23.0,14.0,30.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
42,53,20,19,56.15,64.06,18.2,17.03,42.0,53.0,20.0,19.0,0.0,0.9,1,35.92,44.43,20.01,19.64,1,morning_rush
88,61,65,88,97.2,57.22,45.72,131.2,88.0,61.0,65.0,88.0,0.0,1.0,3,33.95,23.21,22.35,40.49,2,gridlock
84,77,70,64,51.96,57.6,110.26,83.71,84.0,77.0,70.0,64.0,0.0,1.0,2,27.59,27.53,35.48,29.4,2,gridlock
5,6,19,9,9.01,20.55,2.8,21.44,5.0,6.0,19.0,9.0,0.0,0.14,2,17.46,18.87,23.04,20.92,0,balanced
19,22,4,14,5.66,18.88,6.8,12.92,19.0,22.0,4.0,14.0,0.0,0.22,1,23.52,28.54,16.85,22.5,0,balanced
9,13,22,14,19.85,24.2,4.93,2.53,9.0,13.0,22.0,14.0,0.0,0.26,2,20.86,24.3,25.04,21.04,0,balanced
5,13,88,48,6.98,10.66,80.87,57.51,5.0,13.0,88.0,48.0,0.0,0.71,2,15.65,16.86,55.87,31.61,2,evening_rush
23,4,12,3,7.0,16.39,22.26,9.01,23.0,4.0,12.0,3.0,0.0,0.11,0,25.34,17.25,22.71,16.42,0,balanced
9,16,68,40,11.38,19.78,97.7,40.36,9.0,16.0,68.0,40.0,0.0,0.78,2,16.5,18.24,58.13,27.13,1,evening_rush
84,78,13,9,83.76,108.59,12.96,13.96,84.0,78.0,13.0,9.0,0.0,0.87,1,41.41,46.39,16.29,15.91,2,morning_rush
8,18,36,81,6.75,15.67,39.1,88.15,8.0,18.0,36.0,81.0,0.0,0.77,3,16.15,18.22,25.37,60.0,2,evening_rush
53,56,50,44,56.06,88.3,89.55,54.14,53.0,56.0,50.0,44.0,0.0,0.6,1,27.51,34.63,32.76,25.1,1,storm
18,14,69,74,19.07,11.83,86.4,99.4,18.0,14.0,69.0,74.0,0.0,0.89,3,17.32,16.53,40.24,45.9,1,evening_rush
15,19,93,83,15.43,19.63,129.71,132.14,15.0,19.0,93.0,83.0,0.0,0.82,2,16.06,16.48,45.09,42.37,2,evening_rush
16,2,2,19,3.84,19.22,11.39,15.6,16.0,2.0,2.0,19.0,0.0,0.31,3,22.32,16.32,16.1,26.56,0,balanced
67,60,61,94,73.45,54.51,109.14,72.19,67.0,60.0,61.0,94.0,0.0,1.0,3,28.64,24.51,32.99,33.85,2,gridlock
16,18,59,65,23.06,23.22,92.16,67.41,16.0,18.0,59.0,65.0,0.0,0.74,2,17.89,18.27,44.41,39.43,1,evening_rush
12,16,65,50,12.63,24.61,98.4,66.04,12.0,16.0,65.0,50.0,0.0,0.73,2,16.78,18.11,50.89,34.22,1,evening_rush
16,8,37,43,17.75,7.48,58.04,62.28,16.0,8.0,37.0,43.0,0.0,0.83,3,19.99,16.95,38.78,44.29,0,evening_rush
14,9,62,61,14.87,7.6,99.06,60.49,14.0,9.0,62.0,61.0,0.0,0.79,2,17.21,16.19,49.68,36.92,1,evening_rush
62,53,18,14,77.71,45.76,15.43,16.37,62.0,53.0,18.0,14.0,0.0,0.91,0,49.49,34.08,18.58,17.85,1,morning_rush
7,5,16,11,13.38,16.76,2.36,15.65,7.0,5.0,16.0,11.0,0.0,0.38,2,19.19,18.24,22.35,21.95,0,balanced
23,11,14,16,10.5,23.98,20.41,16.65,23.0,11.0,14.0,16.0,0.0,0.29,0,25.8,22.03,23.28,23.7,0,balanced
8,10,39,67,10.51,12.87,37.89,64.03,8.0,10.0,39.0,67.0,0.0,0.98,3,16.8,17.39,30.68,55.13,1,evening_rush
19,8,10,4,18.2,11.16,22.87,23.14,19.0,8.0,10.0,4.0,0.0,0.35,0,25.42,18.72,21.08,17.45,0,balanced
